image_id,filename,filepath,true_class,model,predicted_class,confidence,failure_type,selection_reason
238,glioma/Te-gl_313.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_313.jpg,glioma,ResNet50,meningioma,0.8115234375,shared_failure,All 3 models misclassified this image
238,glioma/Te-gl_313.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_313.jpg,glioma,EfficientNetB0,notumor,0.86767578125,shared_failure,All 3 models misclassified this image
217,glioma/Te-gl_295.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_295.jpg,glioma,VGG16,meningioma,0.76171875,shared_failure,All 3 models misclassified this image
217,glioma/Te-gl_295.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_295.jpg,glioma,ResNet50,notumor,0.51904296875,shared_failure,All 3 models misclassified this image
217,glioma/Te-gl_295.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_295.jpg,glioma,EfficientNetB0,meningioma,0.7080078125,shared_failure,All 3 models misclassified this image
126,glioma/Te-gl_212.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_212.jpg,glioma,VGG16,meningioma,0.931640625,shared_failure,All 3 models misclassified this image
126,glioma/Te-gl_212.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_212.jpg,glioma,ResNet50,meningioma,0.9951171875,shared_failure,All 3 models misclassified this image
126,glioma/Te-gl_212.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_212.jpg,glioma,EfficientNetB0,meningioma,0.97998046875,shared_failure,All 3 models misclassified this image
97,glioma/Te-gl_187.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_187.jpg,glioma,VGG16,meningioma,0.74072265625,shared_failure,All 3 models misclassified this image
97,glioma/Te-gl_187.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_187.jpg,glioma,ResNet50,meningioma,0.8828125,shared_failure,All 3 models misclassified this image
97,glioma/Te-gl_187.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_187.jpg,glioma,EfficientNetB0,meningioma,0.82763671875,shared_failure,All 3 models misclassified this image
68,glioma/Te-gl_160.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_160.jpg,glioma,VGG16,meningioma,0.87890625,shared_failure,All 3 models misclassified this image
68,glioma/Te-gl_160.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_160.jpg,glioma,ResNet50,pituitary,0.9453125,shared_failure,All 3 models misclassified this image
68,glioma/Te-gl_160.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_160.jpg,glioma,EfficientNetB0,meningioma,0.95166015625,shared_failure,All 3 models misclassified this image
374,glioma/Te-gl_76.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_76.jpg,glioma,VGG16,meningioma,1.0,shared_failure,All 3 models misclassified this image
374,glioma/Te-gl_76.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_76.jpg,glioma,ResNet50,meningioma,0.7744140625,shared_failure,All 3 models misclassified this image
374,glioma/Te-gl_76.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_76.jpg,glioma,EfficientNetB0,meningioma,0.53662109375,shared_failure,All 3 models misclassified this image
18,glioma/Te-gl_115.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_115.jpg,glioma,VGG16,meningioma,0.7001953125,shared_failure,All 3 models misclassified this image
18,glioma/Te-gl_115.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_115.jpg,glioma,ResNet50,meningioma,0.7373046875,shared_failure,All 3 models misclassified this image
18,glioma/Te-gl_115.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_115.jpg,glioma,EfficientNetB0,meningioma,0.46240234375,shared_failure,All 3 models misclassified this image
394,glioma/Te-gl_94.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_94.jpg,glioma,VGG16,pituitary,0.95947265625,model_specific_failure,Only VGG16 misclassified while others correct
13,glioma/Te-gl_110.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_110.jpg,glioma,VGG16,meningioma,0.54638671875,model_specific_failure,Only VGG16 misclassified while others correct
3,glioma/Te-gl_101.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_101.jpg,glioma,VGG16,pituitary,0.82763671875,model_specific_failure,Only VGG16 misclassified while others correct
87,glioma/Te-gl_178.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_178.jpg,glioma,VGG16,meningioma,0.7802734375,model_specific_failure,Only VGG16 misclassified while others correct
84,glioma/Te-gl_175.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_175.jpg,glioma,VGG16,meningioma,0.85205078125,model_specific_failure,Only VGG16 misclassified while others correct
327,glioma/Te-gl_394.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_394.jpg,glioma,VGG16,pituitary,0.64208984375,model_specific_failure,Only VGG16 misclassified while others correct
79,glioma/Te-gl_170.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_170.jpg,glioma,VGG16,meningioma,0.7802734375,model_specific_failure,Only VGG16 misclassified while others correct
129,glioma/Te-gl_215.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_215.jpg,glioma,VGG16,meningioma,0.474853515625,model_specific_failure,Only VGG16 misclassified while others correct
446,meningioma/Te-aug-me_48.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_48.jpg,meningioma,VGG16,pituitary,0.73046875,model_specific_failure,Only VGG16 misclassified while others correct
1445,pituitary/Te-pi_32.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/pituitary/Te-pi_32.jpg,pituitary,VGG16,glioma,0.5322265625,model_specific_failure,Only VGG16 misclassified while others correct
1541,pituitary/Te-pi_46.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/pituitary/Te-pi_46.jpg,pituitary,ResNet50,glioma,0.88330078125,model_specific_failure,Only ResNet50 misclassified while others correct
381,glioma/Te-gl_82.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_82.jpg,glioma,ResNet50,meningioma,0.564453125,model_specific_failure,Only ResNet50 misclassified while others correct
22,glioma/Te-gl_119.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_119.jpg,glioma,ResNet50,meningioma,0.5625,model_specific_failure,Only ResNet50 misclassified while others correct
494,meningioma/Te-aug-me_91.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_91.jpg,meningioma,ResNet50,pituitary,0.88134765625,model_specific_failure,Only ResNet50 misclassified while others correct
459,meningioma/Te-aug-me_6.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_6.jpg,meningioma,ResNet50,glioma,0.73291015625,model_specific_failure,Only ResNet50 misclassified while others correct
736,meningioma/Te-me_41.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_41.jpg,meningioma,ResNet50,pituitary,0.595703125,model_specific_failure,Only ResNet50 misclassified while others correct
347,glioma/Te-gl_51.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_51.jpg,glioma,ResNet50,meningioma,0.8359375,model_specific_failure,Only ResNet50 misclassified while others correct
550,meningioma/Te-me_141.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_141.jpg,meningioma,ResNet50,glioma,0.5576171875,model_specific_failure,Only ResNet50 misclassified while others correct
69,glioma/Te-gl_161.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_161.jpg,glioma,ResNet50,pituitary,0.6748046875,model_specific_failure,Only ResNet50 misclassified while others correct
548,meningioma/Te-me_14.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_14.jpg,meningioma,ResNet50,glioma,0.775390625,model_specific_failure,Only ResNet50 misclassified while others correct
698,meningioma/Te-me_275.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_275.jpg,meningioma,EfficientNetB0,glioma,0.84130859375,model_specific_failure,Only EfficientNetB0 misclassified while others correct
91,glioma/Te-gl_181.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_181.jpg,glioma,EfficientNetB0,meningioma,0.63037109375,model_specific_failure,Only EfficientNetB0 misclassified while others correct
6,glioma/Te-gl_104.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_104.jpg,glioma,EfficientNetB0,meningioma,0.50634765625,model_specific_failure,Only EfficientNetB0 misclassified while others correct
778,meningioma/Te-me_8.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_8.jpg,meningioma,EfficientNetB0,notumor,0.5341796875,model_specific_failure,Only EfficientNetB0 misclassified while others correct
263,glioma/Te-gl_336.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_336.jpg,glioma,EfficientNetB0,meningioma,0.76513671875,model_specific_failure,Only EfficientNetB0 misclassified while others correct
232,glioma/Te-gl_308.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_308.jpg,glioma,EfficientNetB0,meningioma,0.6064453125,model_specific_failure,Only EfficientNetB0 misclassified while others correct
223,glioma/Te-gl_30.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_30.jpg,glioma,EfficientNetB0,meningioma,0.6337890625,model_specific_failure,Only EfficientNetB0 misclassified while others correct
105,glioma/Te-gl_194.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_194.jpg,glioma,EfficientNetB0,meningioma,0.595703125,model_specific_failure,Only EfficientNetB0 misclassified while others correct
1448,pituitary/Te-pi_322.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/pituitary/Te-pi_322.jpg,pituitary,EfficientNetB0,glioma,0.60791015625,model_specific_failure,Only EfficientNetB0 misclassified while others correct
60,glioma/Te-gl_153.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_153.jpg,glioma,EfficientNetB0,meningioma,0.970703125,model_specific_failure,Only EfficientNetB0 misclassified while others correct
347,glioma/Te-gl_51.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_51.jpg,glioma,VGG16,glioma,0.7060546875,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
347,glioma/Te-gl_51.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_51.jpg,glioma,ResNet50,meningioma,0.8359375,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
22,glioma/Te-gl_119.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_119.jpg,glioma,VGG16,glioma,0.994140625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
22,glioma/Te-gl_119.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_119.jpg,glioma,ResNet50,meningioma,0.5625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
535,meningioma/Te-me_128.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_128.jpg,meningioma,VGG16,meningioma,0.99609375,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
535,meningioma/Te-me_128.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_128.jpg,meningioma,ResNet50,pituitary,0.6015625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
495,meningioma/Te-aug-me_92.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_92.jpg,meningioma,VGG16,meningioma,0.69775390625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
495,meningioma/Te-aug-me_92.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_92.jpg,meningioma,ResNet50,pituitary,0.6630859375,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
494,meningioma/Te-aug-me_91.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_91.jpg,meningioma,VGG16,meningioma,0.68212890625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
494,meningioma/Te-aug-me_91.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_91.jpg,meningioma,ResNet50,pituitary,0.88134765625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
381,glioma/Te-gl_82.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_82.jpg,glioma,VGG16,glioma,0.62255859375,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
381,glioma/Te-gl_82.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_82.jpg,glioma,ResNet50,meningioma,0.564453125,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
625,meningioma/Te-me_209.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_209.jpg,meningioma,VGG16,meningioma,0.9462890625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
625,meningioma/Te-me_209.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_209.jpg,meningioma,ResNet50,pituitary,0.56982421875,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
107,glioma/Te-gl_196.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_196.jpg,glioma,VGG16,glioma,0.88671875,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
107,glioma/Te-gl_196.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_196.jpg,glioma,ResNet50,meningioma,0.66259765625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
557,meningioma/Te-me_148.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_148.jpg,meningioma,VGG16,meningioma,0.869140625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
557,meningioma/Te-me_148.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_148.jpg,meningioma,ResNet50,glioma,0.75244140625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
740,meningioma/Te-me_45.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_45.jpg,meningioma,VGG16,meningioma,0.87353515625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
740,meningioma/Te-me_45.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_45.jpg,meningioma,ResNet50,glioma,0.85888671875,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong
660,meningioma/Te-me_240.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_240.jpg,meningioma,VGG16,pituitary,0.673828125,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
660,meningioma/Te-me_240.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_240.jpg,meningioma,ResNet50,meningioma,0.8701171875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
79,glioma/Te-gl_170.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_170.jpg,glioma,VGG16,meningioma,0.7802734375,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
79,glioma/Te-gl_170.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_170.jpg,glioma,ResNet50,glioma,0.59375,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
3,glioma/Te-gl_101.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_101.jpg,glioma,VGG16,pituitary,0.82763671875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
3,glioma/Te-gl_101.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_101.jpg,glioma,ResNet50,glioma,0.9892578125,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
144,glioma/Te-gl_229.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_229.jpg,glioma,VGG16,meningioma,0.97802734375,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
144,glioma/Te-gl_229.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_229.jpg,glioma,ResNet50,glioma,0.75341796875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
129,glioma/Te-gl_215.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_215.jpg,glioma,VGG16,meningioma,0.474853515625,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
129,glioma/Te-gl_215.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_215.jpg,glioma,ResNet50,glioma,0.900390625,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
634,meningioma/Te-me_217.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_217.jpg,meningioma,VGG16,pituitary,0.5654296875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
634,meningioma/Te-me_217.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_217.jpg,meningioma,ResNet50,meningioma,0.96435546875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
84,glioma/Te-gl_175.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_175.jpg,glioma,VGG16,meningioma,0.85205078125,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
84,glioma/Te-gl_175.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_175.jpg,glioma,ResNet50,glioma,0.998046875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
1175,notumor/Te-no_77.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/notumor/Te-no_77.jpg,notumor,VGG16,meningioma,0.568359375,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
1175,notumor/Te-no_77.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/notumor/Te-no_77.jpg,notumor,ResNet50,notumor,0.7138671875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
75,glioma/Te-gl_167.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_167.jpg,glioma,VGG16,notumor,0.5263671875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
75,glioma/Te-gl_167.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_167.jpg,glioma,ResNet50,glioma,0.9892578125,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
145,glioma/Te-gl_23.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_23.jpg,glioma,VGG16,meningioma,0.990234375,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
145,glioma/Te-gl_23.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_23.jpg,glioma,ResNet50,glioma,0.9951171875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,VGG16 vs ResNet50: A wrong B correct
68,glioma/Te-gl_160.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_160.jpg,glioma,VGG16,meningioma,0.87890625,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
68,glioma/Te-gl_160.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_160.jpg,glioma,ResNet50,pituitary,0.9453125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
0,glioma/Te-gl_1.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_1.jpg,glioma,VGG16,meningioma,0.47705078125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
0,glioma/Te-gl_1.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_1.jpg,glioma,ResNet50,pituitary,0.60498046875,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
338,glioma/Te-gl_43.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_43.jpg,glioma,VGG16,meningioma,0.54443359375,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
338,glioma/Te-gl_43.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_43.jpg,glioma,ResNet50,notumor,0.728515625,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
127,glioma/Te-gl_213.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_213.jpg,glioma,VGG16,pituitary,0.40576171875,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
